cruise_id,SECT_ID,STNNBR,CASTNO,GEOTRC_EVENTNO,EVENT_LAT,EVENT_LON,ISO_DATETIME_UTC_START_EVENT,BTMDEPTH,PI_DATE,PI_TIME,GEOTRC_SAMPNO,depth,SAMPNO,BTLNBR,As_III_D_CONC_BOTTLE,As_V_D_CONC_BOTTLE,Se_TD_CONC_BOTTLE,Se_IV_D_CONC_BOTTLE,Se_VI_D,Org_Se_II_CONC_BOTTLE,IODIDE_D_CONC_BOTTLE,IO3_D_CONC_BOTTLE,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2000,5495.4,1,GF-01,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2141,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2001,5495.4,2,GF-02,0.03,14.9,1.74,0.68,1.13,0,46.5,721,20131028,2141,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2002,5446.4,3,GF-03,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2144,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2003,5446.4,4,GF-04,0.04,14.3,0.97,0.56,0.97,0,94.8,729.7,20131028,2144,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2004,5395.4,5,GF-05,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2147,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2005,5395.4,6,GF-06,0.03,14.3,1.57,0.16,1.15,0.25,82.8,717.4,20131028,2147,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2006,5320.4,7,GF-07,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2152,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2007,5320.4,8,GF-08,0.07,15.7,1.92,0.76,0.7,0.47,57.8,703.1,20131028,2152,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2008,5146.2,9,GF-11,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2157,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2009,5146.2,10,GF-10,0.05,16,2.08,0.75,0.88,0.44,122,722.6,20131028,2157,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2010,5046.7,11,GF-13,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2203,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2011,5046.7,12,GF-16,0.02,13.8,1.92,0.44,0.88,0.6,100,756.9,20131028,2203,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2012,4796.4,13,GF-19,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2212,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2013,4796.4,14,GF-18,0.09,15.1,1.8,0.61,0.89,0.31,68.6,764.8,20131028,2212,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2014,4596.7,15,GF-21,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2218,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2015,4596.7,16,GF-24,0.02,15.3,2.13,0.75,0.54,0.84,59.9,764,20131028,2218,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2016,4397.3,17,GF-29,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2227,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2017,4397.3,18,GF-26,0.03,14.8,1.28,0.25,1.34,0,52.3,751.3,20131028,2227,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2018,3998.3,19,GF-31,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2239,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2019,3998.3,20,GF-28,0.03,14.4,2.4,0.65,0.9,0.85,48.9,745.4,20131028,2239,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2020,3597.9,21,GF-33,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2254,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2068,3597.9,22,GF-30,0.01,15.9,1.94,0.1,1.45,0.39,49.9,728.8,20131028,2254,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2069,3197.7,23,GF-37,nd,nd,nd,nd,nd,nd,nd,nd,20131028,2306,-12.0057,-79.1952
TN303,EPZT,1,1,4009,-12.0057,-79.1952,2013-10-28T21:38:00.00Z,5524,20131028,2138,2070,3197.7,24,GF-36,0.02,16.4,1.66,0.63,1.26,0,55.8,713.4,20131028,2306,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2104,375.2,1,GF-03,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1509,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2105,375.2,2,GF-02,0.08,14.9,1.04,0.27,0.59,0.18,882.3,354.9,20131029,1509,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2106,299.9,3,GF-05,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1513,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2107,299.9,4,GF-04,0.04,15.5,1.27,0.1,0.48,0.69,1118.1,319.4,20131029,1513,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2108,259.9,5,GF-07,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1516,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2109,259.9,6,GF-06,0.05,14.9,0.92,0.1,0.85,0,598.5,nd,20131029,1516,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2110,236,7,GF-11,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1519,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2111,236,8,GF-08,0.01,14.8,0.85,0.25,0.66,0,524.2,403.9,20131029,1519,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2112,211.2,9,GF-13,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1522,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2113,211.2,10,GF-10,0.04,15,1.2,0.12,0.71,0.37,514,311,20131029,1522,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2114,180.7,11,GF-19,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1525,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2115,180.7,12,GF-16,0.08,15.1,1.17,0.21,0.64,0.32,979.9,341.4,20131029,1525,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2116,130.2,13,GF-21,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1529,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2117,130.2,14,GF-18,0.16,13.6,1.01,0.19,0.53,0.29,1131.3,318.4,20131029,1529,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2118,79.7,15,GF-29,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1533,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2119,79.7,16,GF-24,0.18,14.5,0.97,0.14,0.62,0.21,1105,311.3,20131029,1533,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2120,65.3,17,GF-31,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1535,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2121,65.3,18,GF-26,0.11,13.5,0.88,0.11,0.4,0.36,328.2,485.2,20131029,1535,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2122,44.9,19,GF-33,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1538,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2123,44.9,20,GF-28,0.12,12.8,2.34,0.16,1.4,0.78,329.6,454,20131029,1538,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2124,29.7,21,GF-37,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1540,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2125,29.7,22,GF-30,0.08,12.7,0.83,0.05,0.37,0.41,332.8,483.9,20131029,1540,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2126,19.6,23,GF-01,nd,nd,nd,nd,nd,nd,nd,nd,20131029,1542,-12.0057,-79.1952
TN303,EPZT,1,5,4016,-12.0057,-79.1952,2013-10-29T15:04:00.00Z,5530,20131029,1504,2127,19.6,24,GF-36,0.07,12.8,0.85,0.02,0.57,0.26,263.7,463.5,20131029,1542,-12.0057,-79.1952
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2216,3199.9,1,GF-05,0.02,16.6,nd,nd,nd,nd,nd,nd,20131031,0825,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2217,3199.9,2,GF-02,nd,nd,1.91,0.55,1.05,0.31,98.2,486.3,20131031,0825,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2218,2800.9,3,GF-07,0.01,17.7,nd,nd,nd,nd,nd,nd,20131031,0838,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2219,2800.9,4,GF-04,nd,nd,2.54,0.36,1.29,0.89,74.1,464.7,20131031,0838,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2220,2400.7,5,GF-11,0.01,17.9,nd,nd,nd,nd,nd,nd,20131031,0849,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2221,2400.7,6,GF-06,nd,nd,1.86,0.6,0.99,0.26,62.7,457.2,20131031,0849,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2222,2000.7,7,GF-13,0.05,17.3,nd,nd,nd,nd,nd,nd,20131031,0904,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2223,2000.7,8,GF-08,nd,nd,1.7,0.39,1.26,0.05,64.3,492.5,20131031,0904,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2224,1599.3,9,GF-19,0.01,17.7,nd,nd,nd,nd,nd,nd,20131031,0916,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2225,1599.3,10,GF-10,nd,nd,1.13,0.61,1.14,0,48.6,510.5,20131031,0916,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2226,1201.3,11,GF-21,0.03,18.3,nd,nd,nd,nd,nd,nd,20131031,0931,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2227,1201.3,12,GF-16,nd,nd,1.35,0.5,0.89,0,75,510.7,20131031,0931,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2228,1000.2,13,GF-29,0.02,16.6,nd,nd,nd,nd,nd,nd,20131031,0936,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2229,1000.2,14,GF-18,nd,nd,1.16,0.35,0.89,0,101.6,478.6,20131031,0936,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2230,800.7,15,GF-31,0.02,18.7,nd,nd,nd,nd,nd,nd,20131031,0945,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2231,800.7,16,GF-24,nd,nd,1.21,0.15,0.97,0.09,64.7,459.1,20131031,0945,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2232,675.2,17,GF-33,0.01,17.2,nd,nd,nd,nd,nd,nd,20131031,0950,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2233,675.2,18,GF-26,nd,nd,1.09,0.33,0.78,0,73.7,477.2,20131031,0950,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2234,550.2,19,GF-37,0.01,18.7,nd,nd,nd,nd,nd,nd,20131031,0955,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2235,550.2,20,GF-28,nd,nd,1.28,0.42,0.72,0.14,68.4,486.7,20131031,0955,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2236,449.7,21,GF-01,0.02,18.1,nd,nd,nd,nd,nd,nd,20131031,0959,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2237,449.7,22,GF-30,nd,nd,1.1,0.32,0.53,0.26,121.5,454.7,20131031,0959,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2238,375.4,23,GF-03,0.01,16.1,nd,nd,nd,nd,nd,nd,20131031,1003,-12.0053,-79.1953
TN303,EPZT,1,14,4026,-12.0053,-79.1953,2013-10-31T08:21:00.00Z,5530,20131031,0821,2239,375.4,24,GF-36,nd,nd,1.01,0.18,0.62,0.2,413.2,236.5,20131031,1003,-12.0053,-79.1953
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2252,110.4,1,GF-09,nd,nd,nd,nd,nd,nd,nd,nd,20131031,2341,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2253,110.4,2,GF-12,nd,nd,1.13,0.17,0.51,0.44,724.8,151.9,20131031,2341,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2254,89.6,5,GF-15,nd,nd,nd,nd,nd,nd,nd,nd,20131031,2344,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2255,89.6,6,GF-14,0.18,15.3,1.29,0.3,0.74,0.25,668.5,164.7,20131031,2344,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2256,69.4,9,GF-17,nd,nd,nd,nd,nd,nd,nd,nd,20131031,2347,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2257,69.4,10,GF-20,0.06,15.3,1.17,0.36,0.6,0.21,700,182.7,20131031,2347,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2258,54.5,13,GF-27,nd,nd,nd,nd,nd,nd,nd,nd,20131031,2349,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2259,54.5,14,GF-22,0.04,15.3,0.79,0.26,1.09,0,686.3,162.5,20131031,2349,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2260,37.8,17,GF-35,nd,nd,nd,nd,nd,nd,nd,nd,20131031,2352,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2261,37.8,18,GF-32,0,14.6,1.22,0.26,0.67,0.29,738.7,188.1,20131031,2352,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2262,19.9,21,GF-39,nd,nd,nd,nd,nd,nd,nd,nd,20131031,2355,-12.0449,-77.3761
TN303,EPZT,2,1,4032,-12.0449,-77.3761,2013-10-31T23:40:00.00Z,122,20131031,2340,2263,19.9,22,GF-38,nd,nd,1.14,0.09,1.06,0,594,192.1,20131031,2355,-12.0449,-77.3761
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2294,171.3,1,GF-15,nd,nd,nd,nd,nd,nd,nd,nd,20131101,1647,-12.0451,-77.657
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2295,171.3,2,GF-12,0.11,15.3,0.79,0.2,0.66,0,2152.5,307.5,20131101,1647,-12.0451,-77.657
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2296,131,3,GF-17,nd,nd,nd,nd,nd,nd,nd,nd,20131101,1650,-12.0451,-77.657
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2297,131,4,GF-14,0,15.7,0.79,0.25,0.67,0,900.6,333.4,20131101,1650,-12.0451,-77.657
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2298,89.9,7,GF-27,nd,nd,nd,nd,nd,nd,nd,nd,20131101,1653,-12.045,-77.657
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2299,89.9,8,GF-20,0,14,1.09,0.16,0.94,0,897.4,342,20131101,1653,-12.045,-77.657
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2300,68.3,9,GF-35,nd,nd,nd,nd,nd,nd,nd,nd,20131101,1655,-12.0451,-77.6569
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2301,68.3,10,GF-22,0.01,16,0.64,0.08,0.94,0,991.9,346.4,20131101,1655,-12.0451,-77.6569
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2302,49.7,13,GF-39,nd,nd,nd,nd,nd,nd,nd,nd,20131101,1658,-12.0451,-77.657
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2303,49.7,14,GF-32,0.01,16.1,1.22,0.14,0.83,0.21,397.8,370.4,20131101,1658,-12.0451,-77.657
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2304,34.8,15,GF-41,nd,nd,nd,nd,nd,nd,nd,nd,20131101,1701,-12.045,-77.6569
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2305,34.8,16,GF-38,0,16,1.24,0.03,0.43,0.77,778.3,326.7,20131101,1701,-12.045,-77.6569
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2306,30.4,19,GF-45,nd,nd,nd,nd,nd,nd,nd,nd,20131101,1702,-12.0451,-77.6569
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2307,30.4,20,GF-40,0.02,15,0.98,0.17,0.74,0.07,526.8,314.5,20131101,1702,-12.0451,-77.6569
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2308,19.9,21,GF-47,nd,nd,nd,nd,nd,nd,nd,nd,20131101,1704,-12.045,-77.657
TN303,EPZT,3,1,4042,-12.0451,-77.657,2013-11-01T16:46:00.00Z,181,20131101,1646,2309,19.9,22,GF-42,0.03,14.8,1.02,0.29,0.37,0.36,397.2,384,20131101,1704,-12.045,-77.657
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2344,752.4,1,GF-17,nd,nd,nd,nd,nd,nd,nd,nd,20131102,1129,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2345,752.4,2,GF-12,0.04,18.1,1.5,0.46,0.81,0.23,96.4,564.4,20131102,1129,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2346,673.4,3,GF-27,nd,nd,nd,nd,nd,nd,nd,nd,20131102,1133,-12.0448,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2347,673.4,4,GF-14,0.02,18.5,1.65,0.25,1.02,0.37,95.4,582.1,20131102,1133,-12.0448,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2348,598.3,5,GF-35,nd,nd,nd,nd,nd,nd,nd,nd,20131102,1136,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2349,598.3,6,GF-20,0.02,19,1.34,0.32,0.32,0.7,125.1,559.4,20131102,1136,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2350,498.8,7,GF-39,nd,nd,nd,nd,nd,nd,nd,nd,20131102,1140,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2351,498.8,8,GF-22,0.03,17.7,1.31,0.39,0.69,0.23,159.3,493.3,20131102,1140,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2352,399.5,9,GF-41,nd,nd,nd,nd,nd,nd,nd,nd,20131102,1145,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2353,399.5,10,GF-32,0,18.2,1.02,0.13,1.14,0,230.9,297.1,20131102,1145,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2354,299.6,11,GF-45,nd,nd,nd,nd,nd,nd,nd,nd,20131102,1148,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2355,299.6,12,GF-38,0.02,21.1,1.01,0.09,0.88,0.05,644.2,356.4,20131102,1148,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2356,200.1,13,GF-47,nd,nd,nd,nd,nd,nd,nd,nd,20131102,1152,-12.0448,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2357,200.1,14,GF-40,0.02,18.5,1.31,0.14,0.43,0.71,536.4,344.3,20131102,1152,-12.0448,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2358,140.1,15,GF-49,nd,nd,nd,nd,nd,nd,nd,nd,20131102,1156,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2359,140.1,16,GF-42,0.02,17.6,1.18,0.13,0.81,0.24,716.8,328.2,20131102,1156,-12.0449,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2360,110.8,17,GF-51,nd,nd,nd,nd,nd,nd,nd,nd,20131102,1159,-12.0448,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2361,110.8,18,GF-44,0.02,18,1.1,0.2,0.8,0.1,998.5,411.7,20131102,1159,-12.0448,-77.8181
TN303,EPZT,4,1,4053,-12.0448,-77.8181,2013-11-02T11:27:00.00Z,760,20131102,1127,2362,66.1,19,GF-52,nd,nd,nd,nd,nd,nd,nd,nd,20131102,1202,-12.0448,-77.8181
